Ref,Val,Package,PosX,PosY,Rot,Side
"","","",330.400000,-55.750000,180.000000,top
"","","",330.400000,-50.200000,0.000000,top
"","","",330.360001,-50.760000,0.000000,top
"","","",330.410001,-56.320001,180.000000,top
"","","",329.320001,-50.750001,0.000000,top
"","","",329.360002,-55.740001,180.000000,top
"","","",329.840001,-50.770001,0.000000,top
"","","",329.880000,-55.730001,180.000000,top
